,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2323,Single,Over 23 Years Old,1,Nursing,Daytime,Secondary Education,110.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,126.0,1,0,0,1,1,0,27,0,0,7,7,7,14.085714285714284,0,0,7,7,7,14.085714285714284,0,7.6,2.6,0.32,Enrolled
2324,Single,3rd phase - General Contingent,1,Social Service,Daytime,Secondary Education,122.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,Intellectual & Scientific Professionals,112.6,1,0,0,1,1,0,21,0,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,Graduate
2325,Married,Over 23 Years Old,1,Informatics Engineering,Daytime,Secondary Education,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,106.8,0,0,0,1,1,0,34,0,0,5,8,1,10.0,0,0,5,9,0,0.0,0,8.9,1.4,3.51,Dropout
2326,Single,Change of Institution/Course,1,Informatics Engineering,Daytime,Secondary Education,129.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Intellectual & Scientific Professionals,Unskilled Workers,121.6,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Enrolled
2327,Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Legislative & Executive Representatives, Directors, Managers",Administrative Staff,120.0,1,0,0,0,1,0,40,0,0,5,10,2,10.5,0,0,5,5,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
2328,Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education,170.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Intellectual & Scientific Professionals,160.6,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
2329,Married,Over 23 Years Old,1,Communication Design,Daytime,Other - 11th Year of Schooling,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers",Armed Forces Professions,130.0,0,0,1,0,1,1,46,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
2330,Single,Change of Course,5,Social Service (evening attendance),Evening,Secondary Education,110.0,Portuguese,Unknown,Unknown,Student,Student,110.0,0,0,0,1,1,0,37,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
2331,Single,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Industry, Construction & Craft Workers",110.0,1,0,0,1,1,0,31,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
2332,Single,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Armed Forces Professions,145.8,0,0,0,1,1,0,34,0,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,Graduate
2333,Single,1st phase - General Contingent,6,Animation and Multimedia Design,Daytime,Secondary Education,126.0,Portuguese,11th Year of Schooling - Not Completed,11th Year of Schooling - Not Completed,Administrative Staff,Administrative Staff,130.2,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
2334,Single,1st phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education,137.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122.3,0,0,0,1,1,1,18,0,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
2335,Single,2nd phase - General Contingent,4,Communication Design,Daytime,Secondary Education,117.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,125.4,1,0,0,1,1,1,19,0,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate
2336,Single,Change of Course,1,Management (evening attendance),Evening,Secondary Education,100.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative Staff,130.0,0,0,0,1,1,0,40,0,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout
2337,Single,Over 23 Years Old,1,Equinculture,Daytime,Secondary Education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,150.0,0,0,0,1,1,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
2338,Single,2nd phase - General Contingent,5,Informatics Engineering,Daytime,Secondary Education,126.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers",Unskilled Workers,116.9,1,0,1,1,1,0,20,0,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,Dropout
2339,Single,2nd phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education,122.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114.7,0,0,0,1,1,0,20,0,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,Enrolled
2340,Single,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education,111.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,95.8,1,0,0,0,1,0,43,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
2341,Single,2nd phase - General Contingent,4,Informatics Engineering,Daytime,Secondary Education,139.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative Staff,133.1,1,0,0,1,1,0,18,0,0,5,8,4,12.5,0,0,5,7,3,14.666666666666666,1,7.6,2.6,0.32,Enrolled
2342,Single,Change of Course,1,Agronomy,Daytime,Secondary Education,150.0,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Master's,Administrative Staff,"Legislative & Executive Representatives, Directors, Managers",150.0,0,0,0,1,1,0,35,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate
2343,Single,2nd phase - General Contingent,2,Management (evening attendance),Evening,Secondary Education,116.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative Staff,118.5,0,0,0,1,1,0,23,0,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate
2344,Single,2nd phase - General Contingent,1,Nursing,Daytime,Secondary Education,130.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,131.1,0,0,0,1,1,0,19,0,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate
2345,Single,Short Cycle Diploma Holders,1,Veterinary Nursing,Daytime,Professional Higher Technical Course,150.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians & Professions,Machine Operators & Assembly Workers,150.3,1,0,0,1,1,1,21,0,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,Graduate
2346,Single,Change of Course,1,Advertising and Marketing Management,Daytime,Secondary Education,132.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Machine Operators & Assembly Workers,120.5,0,0,0,1,1,0,19,0,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,Enrolled
2347,Single,3rd phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education,108.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Intermediate Level Technicians & Professions,105.6,1,0,0,1,1,0,20,0,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,Graduate
2348,Single,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Secondary Education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,125.3,0,1,0,1,1,1,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
2349,Divorced,Over 23 Years Old,1,Tourism,Daytime,Secondary Education,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,131.0,1,0,0,1,1,0,44,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
2350,Single,3rd phase - General Contingent,1,Nursing,Daytime,Secondary Education,146.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Administrative Staff,Unskilled Workers,127.0,0,0,0,1,1,0,19,0,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate
2351,Single,Technological Specialization Diploma Holders,1,Equinculture,Daytime,Technological Specialization Course,150.0,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians & Professions,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",150.0,1,0,0,1,1,0,22,0,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,Graduate
2352,Single,1st phase - General Contingent,1,Equinculture,Daytime,Secondary Education,160.0,Portuguese,Higher Education - Degree,Higher Education - Degree,"Legislative & Executive Representatives, Directors, Managers",Intellectual & Scientific Professionals,149.2,0,0,0,1,1,0,18,0,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
2353,Single,2nd phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education,125.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,121.5,1,0,0,1,1,1,21,0,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,Graduate
2354,Single,1st phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary Education,125.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other Situation,Other Situation,137.3,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
2355,Single,2nd phase - General Contingent,4,Advertising and Marketing Management,Daytime,Secondary Education,122.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intellectual & Scientific Professionals,Intermediate Level Technicians & Professions,119.6,1,0,0,1,1,0,18,0,0,6,8,6,13.625,0,0,6,7,6,14.285714285714286,0,11.1,0.6,2.02,Graduate
2356,Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education,138.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Intermediate Level Technicians & Professions,141.5,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
2357,Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,150.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry","Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",150.0,1,0,0,1,1,0,21,0,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,Dropout
2358,Single,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education,140.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,110.0,0,0,0,1,1,0,31,0,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,Graduate
2359,Single,2nd phase - General Contingent,5,Tourism,Daytime,Secondary Education,113.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intellectual & Scientific Professionals,Intermediate Level Technicians & Professions,110.2,1,0,0,1,1,0,21,0,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,Dropout
2360,Single,Over 23 Years Old,1,Informatics Engineering,Daytime,Secondary Education,139.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Industry, Construction & Craft Workers",110.3,0,0,1,1,1,0,24,0,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,Enrolled
2361,Single,Transfer,1,Journalism and Communication,Daytime,Secondary Education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Frequency of Higher Education,Administrative Staff,Intermediate Level Technicians & Professions,120.0,0,0,0,1,1,0,27,0,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
2362,Single,1st phase - General Contingent,5,Management,Daytime,Secondary Education,118.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114.2,1,0,0,1,1,0,20,0,0,5,9,3,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate
2363,Single,Technological Specialization Diploma Holders,1,Informatics Engineering,Daytime,Technological Specialization Course,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Personal Services, Security, Safety Workers & Sellers",140.0,1,0,0,1,1,0,22,0,0,5,9,0,0.0,0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,Enrolled
2364,Single,1st phase - General Contingent,1,Agronomy,Daytime,Secondary Education,144.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.8,0,0,0,1,1,1,19,0,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled
2365,Single,3rd phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,"Skilled Industry, Construction & Craft Workers",121.5,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate
2366,Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education,131.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Industry, Construction & Craft Workers",Administrative Staff,127.2,1,0,1,1,1,0,23,0,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,Enrolled
2367,Single,2nd phase - General Contingent,1,Equinculture,Daytime,Secondary Education,131.0,Portuguese,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Intellectual & Scientific Professionals,Machine Operators & Assembly Workers,128.2,1,0,0,1,1,0,18,0,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
2368,Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education,140.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Administrative Staff,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",133.4,1,0,0,0,1,0,29,0,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled
2369,Single,Over 23 Years Old,1,Equinculture,Daytime,Secondary Education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Personal Services, Security, Safety Workers & Sellers",120.0,1,0,0,1,1,0,29,0,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout
2370,Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Secondary Education,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,"Personal Services, Security, Safety Workers & Sellers",140.0,0,0,0,1,1,0,20,0,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,Enrolled
2371,Single,1st phase - General Contingent,5,Animation and Multimedia Design,Daytime,Secondary Education,139.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Intellectual & Scientific Professionals,136.9,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
2372,Single,2nd phase - General Contingent,3,Animation and Multimedia Design,Daytime,Secondary Education,125.0,Portuguese,Higher Education - Degree,Technological Specialization Course,Intellectual & Scientific Professionals,"Personal Services, Security, Safety Workers & Sellers",117.0,1,1,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
2373,Single,1st phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary Education,117.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians & Professions,"Personal Services, Security, Safety Workers & Sellers",110.7,1,0,0,1,1,0,20,0,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled
2374,Single,Over 23 Years Old,1,Equinculture,Daytime,Secondary Education,150.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security, Safety Workers & Sellers",160.0,1,0,0,1,1,0,24,0,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled
2375,Single,1st phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education,95.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers",Machine Operators & Assembly Workers,95.0,0,0,0,0,1,0,21,0,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,Dropout
2376,Single,Over 23 Years Old,1,Management,Daytime,Secondary Education,150.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Industry, Construction & Craft Workers",Intermediate Level Technicians & Professions,148.8,0,0,0,1,1,1,25,0,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,Graduate
2377,Single,Over 23 Years Old,1,Management,Daytime,Secondary Education,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110.0,0,0,0,0,1,0,32,0,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
2378,Single,Change of Course,1,Management (evening attendance),Evening,Secondary Education,136.0,Portuguese,Higher Education - Degree,Higher Education - Master's,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,133.9,0,0,0,0,1,0,26,0,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
2379,Single,1st phase - General Contingent,1,Equinculture,Daytime,Secondary Education,133.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Industry, Construction & Craft Workers",125.7,1,0,0,1,1,1,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate
